,National Price,First Difference,Original Variance,Lag 1,Lag 4,Lag 13,Lag 52,lower National Price,upper National Price
2016-06-24,5461.56,-82.04,,-50.89,-32.75,43.14,-169.23,5647.88961942,5767.6117386
2016-07-01,5667.33,205.77,,-82.04,-72.7,1.63,-91.23,5695.25781218,5833.96504953
2016-07-08,5559.13,-108.2,,205.77,79.14,-33.77,31.63,5688.55891835,5843.94878149
2016-07-15,5702.05,142.92,,-108.2,-50.89,-29.85,-160.48,5716.88271311,5887.33012857
2016-07-22,,,,,,,,5748.93865898,5933.21734279
2016-07-29,,,,,,,,5739.22244777,5936.36438948
2016-08-05,,,,,,,,5747.52222668,5956.73804122
2016-08-12,,,,,,,,5760.47382451,5981.10376111
2016-08-19,,,,,,,,5748.5026806,5979.98460386
2016-08-26,,,,,,,,5723.90763475,5965.75509219
2016-09-02,,,,,,,,5721.59582413,5973.38244915
2016-09-09,,,,,,,,5722.13915245,5983.48722765
2016-09-16,,,,,,,,5773.04258304,6043.61443723
2016-09-23,,,,,,,,5812.92227026,6092.41366575
2016-09-30,,,,,,,,5803.29125219,6091.42620673
2016-10-07,,,,,,,,5819.10945014,6115.63611656
2016-10-14,,,,,,,,5831.02633146,6135.71367247
2016-10-21,,,,,,,,5849.21008043,6161.84515146
2016-10-28,,,,,,,,5924.96147381,6245.3471781
2016-11-04,,,,,,,,5945.3961427,6273.34935794
2016-11-11,,,,,,,,6017.80772886,6353.15772999
2016-11-18,,,,,,,,6063.7552165,6406.34233699
2016-11-25,,,,,,,,6067.42811253,6417.10259973
2016-12-02,,,,,,,,6089.53205435,6446.15308411
2016-12-09,,,,,,,,6136.65766195,6500.09248519
2016-12-16,,,,,,,,6083.15531531,6453.27851455
2016-12-23,,,,,,,,6063.81671301,6440.50955139
2016-12-30,,,,,,,,6036.34258126,6419.49242969
2017-01-06,,,,,,,,6010.147717,6399.64754785
2017-01-13,,,,,,,,5990.75563201,6386.50356959
2017-01-20,,,,,,,,5985.44410103,6387.34302112
2017-01-27,,,,,,,,5926.90883375,6334.86600533
2017-02-03,,,,,,,,5914.15910033,6328.08586396
2017-02-10,,,,,,,,5927.53489443,6347.34630173
2017-02-17,,,,,,,,5887.58352131,6313.18592721
2017-02-24,,,,,,,,5869.02030054,6300.33596094
2017-03-03,,,,,,,,5830.05338194,6267.00760139
2017-03-10,,,,,,,,5799.38381111,6241.90474947
2017-03-17,,,,,,,,5733.56183803,6181.58033305
2017-03-24,,,,,,,,5647.99745943,6101.4468644
2017-03-31,,,,,,,,5650.2633303,6109.07936518
2017-04-07,,,,,,,,5571.28107483,6035.40168939
2017-04-14,,,,,,,,5555.40524402,6024.77049182
2017-04-21,,,,,,,,5484.01924617,5958.57116834
2017-04-28,,,,,,,,5507.22483104,5986.90734878
2017-05-05,,,,,,,,5475.57254473,5960.33135983
2017-05-12,,,,,,,,5408.00564588,5897.78814844
2017-05-19,,,,,,,,5454.04909967,5948.80428236
2017-05-26,,,,,,,,5416.29358693,5915.97196529
2017-06-02,,,,,,,,5432.32035209,5936.87388793
2017-06-09,,,,,,,,5431.12857382,5944.20065821
