,National Price,First Difference,Original Variance,Lag 1,Lag 4,Lag 13,Lag 52,lower National Price,upper National Price
2010-02-19,6130.76,,,,,,,-642.659412579,642.659412579
2010-02-26,6150.95,20.19,,,,,,5676.41499483,6586.60396241
2010-03-05,6146.05,-4.9,,20.19,,,,5695.86026222,6606.04921632
2010-03-12,6052.61,-93.44,,-4.9,,,,5690.95432726,6601.14328136
2010-03-19,6033.04,-19.57,,-93.44,,,,5597.49274415,6507.68169825
2010-03-26,5999.59,-33.45,,-19.57,20.19,,,5577.94075767,6488.12971177
2010-04-02,5979.02,-20.57,,-33.45,-4.9,,,5544.48736957,6454.67632367
2010-04-09,5965.06,-13.96,,-20.57,-93.44,,,5523.92051032,6434.10946442
2010-04-16,5887.1,-77.96,,-13.96,-19.57,,,5509.96212096,6420.15107506
2010-04-23,5779.33,-107.77,,-77.96,-33.45,,,5431.98651845,6342.17547255
2010-04-30,5752.47,-26.86,,-107.77,-20.57,,,5324.20925508,6234.39820918
2010-05-07,5739.29,-13.18,,-26.86,-13.96,,,5297.36898134,6207.55793544
2010-05-14,5661.81,-77.48,,-13.18,-77.96,,,5284.19231149,6194.38126558
2010-05-21,5620.14,-41.67,,-77.48,-107.77,,,5206.69663542,6116.88558952
2010-05-28,5533.2,-86.94,,-41.67,-26.86,20.19,,5165.03536912,6075.22432321
2010-06-04,5374.69,-158.51,66010.8306524,-86.94,-13.18,-4.9,,5078.08433093,5988.27328502
2010-06-11,5426.49,51.8,60214.280492,-158.51,-77.48,-93.44,,4919.55688606,5829.74584016
2010-06-18,5322.56,-103.93,52683.1442326,51.8,-41.67,-19.57,,4971.40816033,5881.59711443
2010-06-25,5336.54,13.98,44625.8736971,-103.93,-86.94,-33.45,,4867.4401835,5777.62913759
2010-07-02,5375.61,39.07,39035.5242409,13.98,-158.51,-20.57,,4881.44893722,5791.63789131
2010-07-09,5386.56,10.95,33721.692212,39.07,51.8,-13.96,,4920.52504672,5830.71400082
2010-07-16,5439.9,53.34,28924.7902585,10.95,-103.93,-77.96,,4931.46819005,5841.65714415
2010-07-23,5557.73,117.83,24673.8356648,53.34,13.98,-107.77,,4984.81852569,5895.00747979
2010-07-30,5640.96,83.23,20286.0362378,117.83,39.07,-26.86,,5102.66424474,6012.85319884
2010-08-06,5595.18,-45.78,17737.710274,83.23,10.95,-13.18,,5185.88580602,6096.07476011
2010-08-13,5713.05,117.87,17633.1041885,-45.78,53.34,-77.48,,5140.07435762,6050.26331171
2010-08-20,5670.74,-42.31,17307.0844386,117.87,117.83,-41.67,,5257.98426038,6168.17321448
2010-08-27,5705.4,34.66,18876.1637582,-42.31,83.23,-86.94,,5215.63520148,6125.82415558
2010-09-03,5613.96,-91.44,21689.5195857,34.66,-45.78,-158.51,,5250.31397499,6160.50292909
2010-09-10,5634.73,20.77,28329.9092351,-91.44,117.87,51.8,,5158.84322937,6069.03218346
2010-09-17,5559.34,-75.39,35275.5084792,20.77,-42.31,-103.93,,5179.64059176,6089.82954586
2010-09-24,5617.79,58.45,38876.3894947,-75.39,34.66,13.98,,5104.22714291,6014.41609701
2010-10-01,5665.56,47.77,45982.0273661,58.45,-91.44,39.07,,5162.70977655,6072.89873065
2010-10-08,5683.04,17.48,49679.9020299,47.77,20.77,10.95,,5210.47716499,6120.66611909
2010-10-15,5691.7,8.66,47864.7645564,17.48,-75.39,53.34,,5227.94978144,6138.13873554
2010-10-22,5657.24,-34.46,46751.5075145,8.66,58.45,117.83,,5236.60763308,6146.79658717
2010-10-29,5710.89,53.65,43610.1998355,-34.46,47.77,83.23,,5202.13712167,6112.32607577
2010-11-05,5651.49,-59.4,41324.2763689,53.65,17.48,-45.78,,5255.80860396,6165.99755806
2010-11-12,5698.27,46.78,40498.985099,-59.4,8.66,117.87,,5196.38103905,6106.56999314
2010-11-19,5770.97,72.7,40047.048001,46.78,-34.46,-42.31,,5243.18693066,6153.37588475
2010-11-26,5719.39,-51.58,38383.248653,72.7,53.65,34.66,,5315.8932432,6226.0821973
2010-12-03,5852.25,132.86,37894.2711551,-51.58,-59.4,-91.44,,5264.2829443,6174.4718984
2010-12-10,5892.31,40.06,36814.1616051,132.86,46.78,20.77,,5397.18791504,6307.37686913
2010-12-17,6050.01,157.7,36120.7820924,40.06,72.7,-75.39,,5437.22528101,6347.4142351
2010-12-24,6086.06,36.05,34390.6770461,157.7,-51.58,58.45,,5594.95396516,6505.14291926
2010-12-31,,,,,,,,5630.97430196,6541.16325606
2011-01-07,6071.72,-14.34,33423.1919068,36.05,132.86,47.77,,5616.62202496,6526.81097906
2011-01-14,6189.0,117.28,32370.2105909,-14.34,40.06,17.48,,5733.93411468,6644.12306878
2011-01-21,6199.61,10.61,32538.5245082,117.28,157.7,8.66,,5744.51810252,6654.70705662
2011-01-28,6041.41,-158.2,34388.4851609,10.61,36.05,-34.46,,5586.27695584,6496.46590994
2011-02-04,6077.96,36.55,39435.0908276,-158.2,-14.34,53.65,,5622.87444263,6533.06339672
2011-02-11,6011.43,-66.53,47591.5782464,36.55,117.28,-59.4,,5555.97501372,6466.16396496
2011-02-18,6032.62,21.19,54671.4743845,-66.53,10.61,46.78,,8776.38778454,9421.08118966
2011-02-25,6008.29,-24.33,61094.3779771,21.19,-158.2,72.7,,5992.15119976,6061.70284389
2011-03-04,5963.28,-45.01,68686.8570189,-24.33,36.55,-51.58,20.19,5921.00485195,5990.49653498
2011-03-11,5925.32,-37.96,76932.10115,-45.01,-66.53,132.86,-4.9,5796.11848458,5865.61006313
2011-03-18,5890.71,-34.61,86916.0514892,-37.96,21.19,40.06,-93.44,5838.95766145,5908.44923982
2011-03-25,5851.31,-39.4,94316.9839306,-34.61,-24.33,157.7,-19.57,5782.27415332,5851.76573169
2011-04-01,5813.2,-38.11,100865.550287,-39.4,-45.01,36.05,-33.45,5757.78541405,5827.27699241
2011-04-08,5762.93,-50.27,103168.046099,-38.11,-37.96,-14.34,-20.57,5713.0377451,5782.52932346
2011-04-15,5709.09,-53.84,100283.359593,-50.27,-34.61,117.28,-13.96,5594.99294488,5664.48452325
2011-04-22,5614.72,-94.37,95315.399692,-53.84,-39.4,10.61,-77.96,5471.87882958,5541.37040794
2011-04-29,5608.05,-6.67,90797.9094097,-94.37,-38.11,-158.2,-107.77,5550.76120222,5620.25278058
2011-05-06,5558.13,-49.92,82925.8806047,-6.67,-50.27,36.55,-26.86,5509.10886491,5578.60044328
2011-05-13,5435.94,-122.19,75680.7740345,-49.92,-53.84,-66.53,-13.18,5319.42637035,5388.91794871
2011-05-20,5335.46,-100.48,73850.7877306,-122.19,-94.37,21.19,-77.48,5258.39400044,5327.88557881
2011-05-27,5347.93,12.47,73661.5509972,-100.48,-6.67,-24.33,-41.67,5228.78581797,5298.27739634
2011-06-03,5377.67,29.74,73236.2309789,12.47,-49.92,-45.01,-86.94,5189.60544101,5259.09701938
2011-06-10,5316.5,-61.17,73261.2435564,29.74,-122.19,-37.96,-158.51,5337.28841792,5406.77999628
2011-06-17,5300.88,-15.62,74281.5956478,-61.17,-100.48,-34.61,51.8,5159.5073292,5228.99890756
2011-06-24,5246.8,-54.08,74811.0524585,-15.62,12.47,-39.4,-103.93,5228.19624058,5297.68781895
2011-07-01,5303.43,56.63,76926.3539068,-54.08,29.74,-38.11,13.98,5309.33550947,5378.82708783
2011-07-08,5306.51,3.08,79909.3652282,56.63,-61.17,-50.27,39.07,5281.10699669,5350.59857506
2011-07-15,5434.99,128.48,83345.078762,3.08,-15.62,-53.84,10.95,5458.39698418,5527.88856254
2011-07-22,5563.97,128.98,87872.2227926,128.48,-54.08,-94.37,53.34,5649.67713895,5719.16871732
2011-07-29,5694.14,130.17,93917.8052644,128.98,56.63,-6.67,117.83,5742.79790226,5812.28948063
2011-08-05,5798.88,104.74,101105.350957,130.17,3.08,-49.92,83.23,5719.34488124,5788.83645961
2011-08-12,5845.51,46.63,109113.70342,104.74,128.48,-122.19,-45.78,5932.14133671,6001.63291508
2011-08-19,5930.44,84.93,117485.698694,46.63,128.98,-100.48,117.87,5851.96012519,5921.45170356
2011-08-26,5961.63,31.19,123870.053393,84.93,130.17,12.47,-42.31,5964.59185279,6034.08343115
2011-09-02,6071.22,109.59,126620.029613,31.19,104.74,29.74,34.66,5948.27231075,6017.76388912
2011-09-09,5993.03,-78.19,127576.703351,109.59,46.63,-61.17,-91.44,5979.43453907,6048.92611744
2011-09-16,6033.61,40.58,128931.790383,-78.19,84.93,-15.62,20.77,5924.478426,5993.97000437
2011-09-23,6049.24,15.63,124415.943351,40.58,31.19,-54.08,-75.39,6076.54563367,6146.03721203
2011-09-30,5988.27,-60.97,113934.318874,15.63,109.59,56.63,58.45,5996.02494463,6065.516523
2011-10-07,6025.9,37.63,100236.498689,-60.97,-78.19,3.08,47.77,6008.37804338,6077.86962175
2011-10-14,6039.67,13.77,81747.4203757,37.63,40.58,128.48,17.48,6013.4187662,6082.91034456
2011-10-21,6039.37,-0.3,64894.2351651,13.77,15.63,128.98,8.66,5969.88292796,6039.37450632
2011-10-28,6071.27,31.9,47352.9850869,-0.3,-60.97,130.17,-34.46,6092.82080009,6162.31237845
2011-11-04,6121.85,50.58,36128.450619,31.9,37.63,104.74,53.65,6027.61392692,6097.10550529
2011-11-11,6168.35,46.5,31302.4057844,50.58,13.77,46.63,-59.4,6184.67891154,6254.17048991
2011-11-18,6225.04,56.69,31958.7515826,46.5,-0.3,84.93,46.78,6263.03353897,6332.52511733
2011-11-25,6263.69,38.65,37111.9420213,56.69,31.9,31.19,72.7,6176.05767072,6245.54924908
2011-12-02,6254.31,-9.38,45301.9881972,38.65,50.58,109.59,-51.58,6353.88380321,6423.37538157
2011-12-09,6258.16,3.85,58031.5622806,-9.38,46.5,-78.19,132.86,6257.89112614,6327.3827045
2011-12-16,6350.22,92.06,71628.0987817,3.85,56.69,40.58,40.06,6475.14479611,6544.63637448
2011-12-23,6416.63,66.41,86546.1571995,92.06,38.65,15.63,157.7,6413.9305795,6483.42215787
2011-12-30,,,,,,,,6211.82533028,6281.31690864
2012-01-06,6268.41,-148.22,102139.292529,66.41,-9.38,-60.97,36.05,6265.12012269,6334.61170106
