,Company Name,Job Title,Location,Salary Index,Summary
0,"Alambic Investment Management, LP",Data Scientist / Engineer,San+Francisco%2C+CA,0.0,"We are a small, entrepreneurial San Francisco-based quantitative investment firm looking for an addition to our research staff, ideally a PhD-level engineer,..."
